regression-93;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceReduce;org.eclipse.jetty.util.StringUtil#replace
regression-94;org.eclipse.jetty.util.PoolStrategyBenchmark#testAcquireReleasePoolWithStrategy;org.eclipse.jetty.util.AtomicBiInteger#getHi
regression-95;org.eclipse.jetty.util.jmh.DateCacheSimpleDateFormatBenchmark#testDateCacheTimestamp;org.eclipse.jetty.util.jmh.DateCacheSimpleDateFormat#format
regression-96;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceGrowth;org.eclipse.jetty.util.StringUtil#replace
regression-97;org.eclipse.jetty.util.thread.strategy.jmh.EWYKBenchmark#testStrategy;org.eclipse.jetty.util.thread.strategy.EatWhatYouKill#produceTask
regression-98;org.eclipse.jetty.client.jmh.ConnectionPoolsBenchmark#testPool;org.eclipse.jetty.client.AbstractConnectionPool#activate
regression-99;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceReduce;org.eclipse.jetty.util.StringUtil#replace
regression-100;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceSame;org.eclipse.jetty.util.StringUtil#replace
regression-101;org.eclipse.jetty.util.thread.strategy.jmh.EWYKBenchmark#testStrategy;org.eclipse.jetty.util.thread.strategy.jmh.TestServer#getFile
regression-102;org.eclipse.jetty.http.jmh.HttpMethodBenchmark#testMapGet;org.eclipse.jetty.util.BufferUtil#toString
regression-103;org.eclipse.jetty.util.PoolStrategyBenchmark#testAcquireReleasePoolWithStrategy;org.eclipse.jetty.util.Pool#startIndex
regression-104;org.eclipse.jetty.util.PoolStrategyBenchmark#testAcquireReleasePoolWithStrategy;org.eclipse.jetty.util.AtomicBiInteger#compareAndSet
regression-105;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceReduce;org.eclipse.jetty.util.StringUtil#replace
regression-106;org.eclipse.jetty.util.thread.jmh.ReservedThreadPoolBenchmark#testMany;org.eclipse.jetty.util.thread.ReservedThreadExecutor#tryExecute
regression-107;org.eclipse.jetty.server.jmh.DeflaterPoolBenchmark#testPool;org.eclipse.jetty.util.Pool$Entry#getPooled
regression-108;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceGrowth;org.eclipse.jetty.util.StringUtil#replace
regression-109;org.eclipse.jetty.server.jmh.DeflaterPoolBenchmark#testPool;org.eclipse.jetty.util.AtomicBiInteger#getLo
regression-110;org.eclipse.jetty.util.thread.strategy.jmh.EWYKBenchmark#testStrategy;org.eclipse.jetty.util.thread.strategy.jmh.TestServer#getSession
regression-111;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceReduce;org.eclipse.jetty.util.Index$Builder#with
regression-112;org.eclipse.jetty.server.jmh.DeflaterPoolBenchmark#testPool;org.eclipse.jetty.util.compression.CompressionPool$Entry#<init>
regression-113;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceSame;org.eclipse.jetty.util.StringUtil#replace
regression-114;org.eclipse.jetty.util.PoolStrategyBenchmark#testAcquireReleasePoolWithStrategy;org.eclipse.jetty.util.AtomicBiInteger#getLo
regression-115;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceReduce;org.eclipse.jetty.util.StringUtil#replace
regression-116;org.eclipse.jetty.http.jmh.HttpMethodBenchmark#testTrieGetBest;org.eclipse.jetty.util.ArrayTrie#getBest
regression-117;org.eclipse.jetty.util.thread.jmh.ThreadPoolBenchmark#testSome;org.eclipse.jetty.util.thread.ExecutorThreadPool#execute
regression-118;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceReduce;org.eclipse.jetty.util.StringUtil#replace
regression-119;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceReduce;org.eclipse.jetty.util.StringUtil#replace
regression-120;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceReduce;org.eclipse.jetty.util.StringUtil#replace
regression-121;org.eclipse.jetty.util.thread.jmh.ThreadPoolBenchmark#testSome;org.eclipse.jetty.util.AtomicBiInteger#getLo
regression-122;org.eclipse.jetty.client.jmh.ConnectionPoolsBenchmark#testPool;org.eclipse.jetty.client.AbstractConnectionPool#activate
regression-123;org.eclipse.jetty.util.PoolStrategyBenchmark#testAcquireReleasePoolWithStrategy;org.eclipse.jetty.util.Pool#acquire
regression-124;org.eclipse.jetty.util.thread.jmh.ReservedThreadPoolBenchmark#testFew;org.eclipse.jetty.util.AtomicBiInteger#compareAndSet
regression-125;org.eclipse.jetty.util.thread.strategy.jmh.EWYKBenchmark#testStrategy;org.eclipse.jetty.util.thread.strategy.jmh.TestConnection#produce
regression-126;org.eclipse.jetty.util.jmh.DateCacheSimpleDateFormatBenchmark#testDateCacheNow;org.eclipse.jetty.util.jmh.DateCacheSimpleDateFormat#format
regression-127;org.eclipse.jetty.util.PoolStrategyBenchmark#testAcquireReleasePoolWithStrategy;org.eclipse.jetty.util.AtomicBiInteger#getHi
regression-128;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceReduce;org.eclipse.jetty.util.StringUtil#replace
regression-129;org.eclipse.jetty.util.thread.jmh.ThreadPoolBenchmark#testSome;org.eclipse.jetty.util.AtomicBiInteger#compareAndSet
regression-130;org.eclipse.jetty.util.PoolStrategyBenchmark#testAcquireReleasePoolWithStrategy;org.eclipse.jetty.util.Pool$Entry#tryAcquire
regression-131;org.eclipse.jetty.util.thread.jmh.ThreadPoolBenchmark#testFew;org.eclipse.jetty.util.AtomicBiInteger#getHi
regression-132;org.eclipse.jetty.server.jmh.DeflaterPoolBenchmark#testPool;org.eclipse.jetty.util.AtomicBiInteger#getHi
regression-133;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceReduce;org.eclipse.jetty.util.StringUtil#replace
regression-134;org.eclipse.jetty.util.PoolStrategyBenchmark#testAcquireReleasePoolWithStrategy;org.eclipse.jetty.util.AtomicBiInteger#getLo
regression-135;org.eclipse.jetty.util.PoolStrategyBenchmark#testAcquireReleasePoolWithStrategy;org.eclipse.jetty.util.AtomicBiInteger#getLo
regression-136;org.eclipse.jetty.util.PoolStrategyBenchmark#testAcquireReleasePoolWithStrategy;org.eclipse.jetty.util.Pool#acquire
regression-137;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceReduce;org.eclipse.jetty.util.StringUtil#replace
regression-138;org.eclipse.jetty.server.jmh.DeflaterPoolBenchmark#testPool;org.eclipse.jetty.util.compression.CompressionPool$Entry#<init>
regression-139;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceSame;org.eclipse.jetty.util.Index$Builder#contents
regression-140;org.eclipse.jetty.util.thread.strategy.jmh.EWYKBenchmark#testStrategy;org.eclipse.jetty.util.AtomicBiInteger#getLo
regression-141;org.eclipse.jetty.http.jmh.HttpMethodBenchmark#testTrieGetBest;org.eclipse.jetty.util.ArrayTrie#lookup
regression-142;org.eclipse.jetty.util.PoolStrategyBenchmark#testAcquireReleasePoolWithStrategy;org.eclipse.jetty.util.AtomicBiInteger#compareAndSet
regression-143;org.eclipse.jetty.util.jmh.DateCacheNoTickBenchmark#testDateCacheNow;org.eclipse.jetty.util.jmh.DateCacheNoTick#format
regression-144;org.eclipse.jetty.util.StringReplaceBenchmark#testJettyStringUtilReplaceGrowth;org.eclipse.jetty.util.StringUtil#replace
regression-145;org.eclipse.jetty.util.thread.strategy.jmh.EWYKBenchmark#testStrategy;org.eclipse.jetty.util.thread.strategy.ProduceExecuteConsume#produce
regression-146;org.eclipse.jetty.util.jmh.DateCacheSimpleDateFormatBenchmark#testDateCacheNow;org.eclipse.jetty.util.jmh.DateCacheSimpleDateFormat#format
regression-147;org.eclipse.jetty.util.thread.jmh.ReservedThreadPoolBenchmark#testMany;org.eclipse.jetty.util.thread.QueuedThreadPool#execute
regression-148;org.eclipse.jetty.util.thread.strategy.jmh.EWYKBenchmark#testStrategy;org.eclipse.jetty.util.thread.strategy.jmh.TestConnection#submit
regression-149;org.eclipse.jetty.util.PoolStrategyBenchmark#testAcquireReleasePoolWithStrategy;org.eclipse.jetty.util.AtomicBiInteger#getHi
